# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Rv3661	Rv3661	CCP46484	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3662c	Rv3662c	CCP46485	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3668c	Rv3668c	CCP46491	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3669	Rv3669	CCP46492	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Rv3671c	Rv3671c	CCP46494	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3672c	Rv3672c	CCP46495	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
Rv3673c	Rv3673c	CCP46496	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3675	Rv3675	CCP46498	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv3677c	Rv3677c	CCP46500	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3678A	Rv3678A	CCP46502	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3678c	Rv3678c	CCP46501	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3679	Rv3679	CCP46503	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3680	Rv3680	CCP46504	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3683	Rv3683	CCP46507	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3684	Rv3684	CCP46508	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3698	Rv3698	CCP46523	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3699	Rv3699	CCP46524	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3700c	Rv3700c	CCP46525	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3701c	Rv3701c	CCP46526	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3702c	Rv3702c	CCP46527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3703c	Rv3703c	CCP46528	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Rv3705A	Rv3705A	CCP46531	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3705c	Rv3705c	CCP46530	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3706c	Rv3706c	CCP46532	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3707c	Rv3707c	CCP46533	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3712	Rv3712	CCP46538	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv3714c	Rv3714c	CCP46540	protein_coding	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	1	2
Rv3716c	Rv3716c	CCP46542	protein_coding	0	0	1	3	1	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3717	Rv3717	CCP46543	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv3718c	Rv3718c	CCP46544	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3719	Rv3719	CCP46545	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
Rv3720	Rv3720	CCP46546	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv3722c	Rv3722c	CCP46548	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3725	Rv3725	CCP46552	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3726	Rv3726	CCP46553	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3727	Rv3727	CCP46554	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3728	Rv3728	CCP46555	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Rv3729	Rv3729	CCP46556	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3730c	Rv3730c	CCP46557	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3732	Rv3732	CCP46559	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3733c	Rv3733c	CCP46560	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3735	Rv3735	CCP46562	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv3736	Rv3736	CCP46563	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1	1
Rv3737	Rv3737	CCP46564	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1
Rv3740c	Rv3740c	CCP46567	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	2
Rv3741c	Rv3741c	CCP46568	protein_coding	0	0	1	4	0	0	0	0	3	0	1	0	0	0	0	0	0	1
Rv3742c	Rv3742c	CCP46569	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3745c	Rv3745c	CCP46572	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv3747	Rv3747	CCP46574	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv3748	Rv3748	CCP46575	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv3749c	Rv3749c	CCP46576	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3750c	Rv3750c	CCP46577	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3751	Rv3751	CCP46578	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3752c	Rv3752c	CCP46579	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv3753c	Rv3753c	CCP46580	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv3755c	Rv3755c	CCP46582	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv3760	Rv3760	CCP46587	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv3762c	Rv3762c	CCP46589	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv3766	Rv3766	CCP46593	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
Rv3767c	Rv3767c	CCP46594	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv3768	Rv3768	CCP46595	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv3769	Rv3769	CCP46596	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3770A	Rv3770A	CCP46598	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3770B	Rv3770B	CCP46599	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3770c	Rv3770c	CCP46597	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv3771c	Rv3771c	CCP46600	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3773c	Rv3773c	CCP46602	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Rv3776	Rv3776	CCP46605	protein_coding	0	1	1	2	0	0	0	0	2	0	1	0	0	0	0	0	1	0
Rv3777	Rv3777	CCP46606	protein_coding	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	2
Rv3778c	Rv3778c	CCP46607	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1
Rv3779	Rv3779	CCP46608	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	4
Rv3780	Rv3780	CCP46609	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv3784	Rv3784	CCP46613	protein_coding	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1
Rv3785	Rv3785	CCP46614	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3786c	Rv3786c	CCP46615	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
Rv3787c	Rv3787c	CCP46616	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv3788	Rv3788	CCP46617	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3789	Rv3789	CCP46618	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3796	Rv3796	CCP46625	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	3
Rv3798	Rv3798	CCP46627	protein_coding	0	0	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	3
Rv3807c	Rv3807c	CCP46636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv3811	Rv3811	CCP46640	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Rv3813c	Rv3813c	CCP46642	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3814c	Rv3814c	CCP46643	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3815c	Rv3815c	CCP46644	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3817	Rv3817	CCP46646	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3818	Rv3818	CCP46647	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3819	Rv3819	CCP46648	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3821	Rv3821	CCP46650	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3822	Rv3822	CCP46651	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Rv3827c	Rv3827c	CCP46656	protein_coding	0	0	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	5
Rv3828c	Rv3828c	CCP46657	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	5
Rv3829c	Rv3829c	CCP46658	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	5
Rv3830c	Rv3830c	CCP46659	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	5
Rv3831	Rv3831	CCP46660	protein_coding	0	1	0	5	0	0	0	0	4	0	0	0	0	0	0	0	1	1
Rv3832c	Rv3832c	CCP46661	protein_coding	0	1	1	4	0	0	0	0	2	0	1	0	0	0	0	0	1	2
Rv3833	Rv3833	CCP46662	protein_coding	0	1	1	4	0	0	0	0	0	0	1	0	0	0	0	0	1	4
Rv3835	Rv3835	CCP46664	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	5
Rv3836	Rv3836	CCP46665	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	5
Rv3837c	Rv3837c	CCP46666	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	1
Rv3839	Rv3839	CCP46668	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3840	Rv3840	CCP46669	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3843c	Rv3843c	CCP46672	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3844	Rv3844	CCP46673	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3845	Rv3845	CCP46674	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3847	Rv3847	CCP46676	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv3848	Rv3848	CCP46677	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv3850	Rv3850	CCP46679	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3851	Rv3851	CCP46680	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv3856c	Rv3856c	CCP46685	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3857c	Rv3857c	CCP46686	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3860	Rv3860	CCP46689	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv3861	Rv3861	CCP46690	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv3863	Rv3863	CCP46692	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Rv3888c	Rv3888c	CCP46717	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3896c	Rv3896c	CCP46725	protein_coding	0	1	1	9	0	0	0	0	2	0	1	0	0	0	0	0	1	7
Rv3897c	Rv3897c	CCP46726	protein_coding	1	0	0	9	0	0	0	0	3	1	0	0	0	0	0	0	0	6
Rv3898c	Rv3898c	CCP46727	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	6
Rv3899c	Rv3899c	CCP46728	protein_coding	0	1	2	7	0	0	0	0	5	0	2	0	0	0	0	0	1	2
Rv3900c	Rv3900c	CCP46729	protein_coding	0	1	0	8	0	0	0	0	7	0	0	0	0	0	0	0	1	1
Rv3901c	Rv3901c	CCP46730	protein_coding	0	0	1	8	0	0	0	0	8	0	1	0	0	0	0	0	0	0
Rv3902c	Rv3902c	CCP46731	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Rv3903c	Rv3903c	CCP46732	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	1
Rv3906c	Rv3906c	CCP46735	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3909	Rv3909	CCP46738	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3910	Rv3910	CCP46739	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3912	Rv3912	CCP46741	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv3915	Rv3915	CCP46744	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv3916c	Rv3916c	CCP46745	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv3920c	Rv3920c	CCP46749	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rv3921c	Rv3921c	CCP46750	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv3922c	Rv3922c	CCP46751	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TB16.3	Rv2185c	CCP44962	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TB18.5	Rv0164	CCP42890	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
TB18.6	Rv2140c	CCP44915	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TB22.2	Rv3036c	CCP45845	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TB27.3	Rv0577	CCP43315	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
TB31.7	Rv2623	CCP45421	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
TB7.3	Rv3221c	CCP46037	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TB8.4	Rv1174c	CCP43930	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TB9.4	Rv3208A	CCP46024	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
aac	Rv0262c	CCP42991	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
aao	Rv1905c	CCP44672	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
accA1	Rv2501c	CCP45295	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
accA2	Rv0973c	CCP43722	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
accD1	Rv2502c	CCP45296	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
accD2	Rv0974c	CCP43723	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	2
accD3	Rv0904c	CCP43652	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
accD4	Rv3799c	CCP46628	protein_coding	0	1	0	5	0	0	0	0	4	0	0	0	0	0	0	0	1	1
accD6	Rv2247	CCP45027	protein_coding	0	1	0	6	0	0	0	0	4	0	0	0	0	0	0	0	1	2
aceAa	Rv1915	CCP44682	protein_coding	1	0	1	9	0	0	0	0	8	1	1	0	0	0	0	0	0	1
aceAb	Rv1916	CCP44683	protein_coding	0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	3
aceE	Rv2241	CCP45021	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
acg	Rv2032	CCP44805	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ackA	Rv0409	CCP43140	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
acn	Rv1475c	CCP44235	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acpA	Rv0033	CCP42755	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
acpM	Rv2244	CCP45024	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
acpS	Rv2523c	CCP45317	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acrA1	Rv3391	CCP46212	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
acs	Rv3667	CCP46490	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
add	Rv3313c	CCP46133	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
adh	Rv1530	CCP44294	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
adhA	Rv1862	CCP44628	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
adhB	Rv0761c	CCP43508	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1
adhC	Rv3045	CCP45854	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
adhD	Rv3086	CCP45895	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
adhE1	Rv0162c	CCP42888	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
adoK	Rv2202c	CCP44979	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
aftA	Rv3792	CCP46621	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
aftB	Rv3805c	CCP46634	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
aftC	Rv2673	CCP45471	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
aftD	Rv0236c	CCP42964	protein_coding	0	3	1	1	0	0	0	0	1	0	1	0	0	0	0	0	3	0
aglA	Rv2471	CCP45265	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
agpS	Rv3107c	CCP45917	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
ahpC	Rv2428	CCP45220	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
ahpD	Rv2429	CCP45221	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ahpE	Rv2238c	CCP45018	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
alaS	Rv2555c	CCP45351	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1
alaT	EBG00000313365	EBG00000313365-1	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	3
alaU	EBG00000313333	EBG00000313333-1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
alaV	EBG00000313370	EBG00000313370-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ald	Rv2780	CCP45579	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
aldA	Rv0768	CCP43515	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
aldC	Rv2858c	CCP45659	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
alkA	Rv1317c	CCP44074	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9
alkB	Rv3252c	CCP46071	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
alr	Rv3423c	CCP46245	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
amiA1	Rv3305c	CCP46124	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
amiA2	Rv2363	CCP45151	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
amiB1	Rv3306c	CCP46125	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
amiB2	Rv1263	CCP44019	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	0	1	0
amiD	Rv3375	CCP46196	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
amt	Rv2920c	CCP45722	protein_coding	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	0	1	0
ansP1	Rv2127	CCP44902	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
ansP2	Rv0346c	CCP43076	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
aofH	Rv3170	CCP45981	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
apa	Rv1860	CCP44626	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
aprA	Rv2395A	CCP45184	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
aprB	Rv2395B	CCP45185	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
apt	Rv2584c	CCP45380	protein_coding	0	0	1	4	0	0	0	0	1	0	1	0	0	0	0	0	0	3
arcA	Rv1001	CCP43751	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
argA	Rv2747	CCP45546	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
argB	Rv1654	CCP44419	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
argC	Rv1652	CCP44417	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
argD	Rv1655	CCP44420	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
argF	Rv1656	CCP44421	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
argG	Rv1658	CCP44423	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
argH	Rv1659	CCP44424	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
argJ	Rv1653	CCP44418	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
argR	Rv1657	CCP44422	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
argS	Rv1292	CCP44049	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
argT	EBG00000313359	EBG00000313359-1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
argU	EBG00000313314	EBG00000313314-1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
argV	EBG00000313334	EBG00000313334-1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
aroA	Rv3227	CCP46046	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
aroB	Rv2538c	CCP45333	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7
aroD	Rv2537c	CCP45332	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
aroE	Rv2552c	CCP45348	protein_coding	0	1	0	8	0	0	0	0	7	0	0	0	0	0	0	0	1	1
aroF	Rv2540c	CCP45335	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8
aroG	Rv2178c	CCP44955	protein_coding	0	0	2	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0
aroK	Rv2539c	CCP45334	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7
arsA	Rv2684	CCP45482	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1
arsB1	Rv2685	CCP45483	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
arsB2	Rv3578	CCP46401	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
arsC	Rv2643	CCP45441	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
asd	Rv3708c	CCP46534	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	2
